filename,true,predict,00,01,02,03,04,05,06,tb,pb,over01,over02
0,5,3,3.40011911248439e-06,0.002729494124650955,0.00042447331361472607,0.5311463475227356,0.0805026963353157,0.3841583430767059,0.0010351336095482107,1,1,0.9999965998808876,0.9972671057562367
1,2,2,0.05434205010533333,0.02316936664283276,0.5293759703636169,0.037847749888896935,0.0833931639790535,0.058237366378307336,0.21363435685634613,1,1,0.9456579498946668,0.922488583251834
2,2,2,0.008336090482771397,0.04299425333738327,0.6707566976547241,0.02129771932959557,0.04787321388721466,0.013001189567148684,0.1957409381866455,1,1,0.9916639095172286,0.9486696561798453
3,4,6,0.046755265444517136,0.004052080679684877,0.10830646753311156,0.009290926158428192,0.03953029215335846,0.16436165571212769,0.6277033090591431,1,1,0.9532447345554828,0.9491926538757979
4,3,3,2.165383875762928e-06,6.885169568704441e-05,0.002111401641741395,0.990378737449646,0.0016810789238661528,0.004339911509305239,0.0014179073041304946,1,1,0.9999978346161242,0.9999289829204372
5,6,6,0.01511840894818306,0.023755159229040142,0.049746617674827576,0.13835033774375916,0.03734222054481506,0.2333196550607681,0.5023675560951233,1,1,0.9848815910518168,0.9611264318227767
6,6,0,0.4459752142429352,0.028904568403959274,0.02207966148853302,0.02014073729515076,0.0071063535287976265,0.17990490794181824,0.2958885431289673,1,0,0.5540247857570648,0.5251202173531055
7,2,2,0.11604456603527068,0.043175172060728066,0.343879371881485,0.010483073070645329,0.09844478219747543,0.14622771739959714,0.2417453527450561,1,1,0.8839554339647293,0.8407802619040012
8,1,1,8.6126325186342e-05,0.7159044742584229,0.002651381539180875,0.018605707213282585,0.2551209926605225,0.00145573855843395,0.0061755268834531325,1,1,0.9999138736748135,0.2840093994163907
9,1,1,3.2683736208127805e-05,0.9867837429046632,9.878056516754441e-06,0.00032663592719472945,0.011486060917377472,0.0006334738573059443,0.0007274001254700124,1,1,0.999967316263792,0.013183573359128786
10,3,3,0.0002122253499692306,0.002861491171643138,0.012617288157343864,0.8647538423538208,0.03196646645665169,0.07790994644165039,0.009678730741143228,1,1,0.9997877746500308,0.9969262834783876
11,5,6,0.07288213819265366,0.0280676819384098,0.039698075503110886,0.014851518906652927,0.015266449190676212,0.13214397430419922,0.6970901489257812,1,1,0.9271178618073465,0.8990501798689366
12,0,0,0.4676652550697327,0.2259343862533569,0.09404458850622176,0.03483851626515388,0.06598148494958878,0.004913060460239649,0.10662268102169037,0,0,0.5323347449302673,0.3064003586769104
13,6,6,0.0045394147746264935,0.002327091293409467,0.08541567623615265,0.020304478704929352,0.009877893142402172,0.01990516297519207,0.8576303124427795,1,1,0.9954605852253736,0.9931334939319642
14,6,6,0.0201913770288229,0.09334633499383926,0.2812439501285553,0.029399102553725243,0.09806691110134123,0.16366004943847656,0.314092218875885,1,1,0.9798086229711772,0.886462287977338
15,2,5,0.003996741026639938,0.001615813816897571,0.13049587607383728,0.002695582341402769,0.057583902031183236,0.8027011156082153,0.0009109467500820756,1,1,0.99600325897336,0.9943874451564624
16,6,0,0.9504322409629822,0.00625193165615201,0.00326378783211112,0.004593132995069027,0.0019145803526043888,0.016222579404711723,0.017321769148111343,1,0,0.049567759037017815,0.043315827380865805
17,5,4,0.046977993100881583,0.031890761107206345,0.14306797087192535,0.020132571458816532,0.4317898750305176,0.29997631907463074,0.02616457082331181,1,1,0.9530220068991184,0.9211312457919121
18,5,0,0.9894027709960938,0.0012909388169646265,0.001442507142201066,0.0007864649523980916,0.0008372027659788728,0.004113335628062487,0.0021267489064484835,1,0,0.01059722900390625,0.009306290186941624
19,1,1,5.342121949070133e-05,0.997843861579895,4.204202923574485e-05,0.00010078426566906272,0.00045039548422209924,3.605733218137176e-05,0.0014735625591129065,1,1,0.9999465787805092,0.002102717200614168
20,4,1,0.000759738904889673,0.6219533085823059,0.011378041468560696,0.0211462751030922,0.04826851189136505,0.0009160452173091472,0.2955779433250427,1,1,0.9992402610951104,0.37728695251280453
21,1,1,0.00057614641264081,0.982366144657135,0.0007274880190379918,0.0005724835791625082,0.005810981150716543,0.0006234195316210389,0.00932341255247593,1,1,0.9994238535873592,0.01705770893022418
22,4,4,6.56787915431778e-06,6.727339496137574e-06,0.01865100115537644,0.0008261442999355495,0.975423276424408,0.003223423147574067,0.0018628735560923813,1,1,0.9999934321208456,0.9999867047813494
23,2,4,0.003752236487343907,0.056379389017820365,0.10314852744340897,0.09491139650344847,0.4754906594753266,0.037429019808769226,0.2288888543844223,1,1,0.996247763512656,0.9398683744948356
24,4,4,8.469529711874202e-05,7.250047201523557e-05,0.002767626428976655,0.007554481271654366,0.9806760549545288,0.0075660389848053455,0.001278549898415804,1,1,0.9999153047028811,0.9998428042308659
25,1,1,0.0049978047609329215,0.9647303223609924,0.00046443357132375246,0.000685627106577158,0.006931089796125889,0.0008129601483233272,0.021377753466367718,1,1,0.9950021952390672,0.030271872878074757
26,3,0,0.8467928767204285,0.02404848858714104,0.07095155119895935,0.0114322267472744,0.01601487025618553,0.014438931830227375,0.01632109470665455,1,0,0.15320712327957153,0.1291586346924305
27,2,2,0.0001266455219592899,0.0009752734913490713,0.9869524240493774,0.0006758415838703513,0.004099329467862845,0.0002096641546813771,0.006960839033126831,1,1,0.9998733544780408,0.9988980809866917
28,2,2,0.00031932760612107813,0.003234745003283024,0.7933698296546936,0.007361006923019886,0.11452756077051165,0.008205217309296131,0.07298223674297333,1,1,0.9996806723938788,0.9964459273905958
29,4,3,3.943105912185274e-05,4.653874930227176e-05,0.0009492922690697012,0.5176931023597717,0.4551567137241364,0.012956992723047732,0.013158004730939863,1,1,0.999960568940878,0.9999140301915758
30,1,1,2.482467425579671e-05,0.6829961538314819,0.0006806477322243152,0.001256984192878008,0.3066159188747406,0.004104539752006532,0.0043209660798311225,1,1,0.9999751753257442,0.31697902149426227
31,2,2,0.007515723817050456,0.0005350164137780666,0.9467056393623352,0.0030991926323622465,0.010265945456922054,0.009816117584705351,0.02206242457032204,1,1,0.9924842761829497,0.9919492597691716
32,2,5,0.004009751137346029,0.001253096736036241,0.07923441380262375,0.11621283739805224,0.2068512737751007,0.3481315970420837,0.24430713057518005,1,1,0.9959902488626541,0.9947371521266178
33,0,0,0.9693819880485536,0.0029130505863577127,0.0058670714497566214,0.0030757400672882795,0.0017426556441932914,0.0064722602255642405,0.010547297075390816,0,0,0.030618011951446426,0.027704961365088713
34,1,1,0.02166574448347092,0.9630948305130004,0.0004087198176421225,0.0010001014452427628,0.0024217891041189428,0.00103262672200799,0.010376115329563621,1,1,0.9783342555165292,0.015239425003528817
35,6,6,0.2413640916347504,0.0146919135004282,0.019929593428969383,0.003064596327021718,0.0134367560967803,0.18989160656929016,0.5176213979721069,1,1,0.7586359083652496,0.7439439948648214
36,1,5,0.0003329868777655065,0.2594713270664215,0.0003227324050385505,0.2139675319194793,0.2333906292915344,0.29018646478652954,0.002328266156837344,1,1,0.9996670131222344,0.7401956860558129
37,6,6,0.034990258514881134,0.08729910850524902,0.04000808671116829,0.01947633735835552,0.024672919884324074,0.09091084450483322,0.7026424407958984,1,1,0.9650097414851188,0.8777106329798697
38,1,1,0.0017058813245967028,0.9964106678962708,1.8475562683306634e-05,0.00013971293810755014,0.0004233969375491143,0.0009448934579268098,0.00035679922439157963,1,1,0.9982941186754032,0.001883450779132434
39,1,1,0.0019043103093281386,0.994037628173828,3.797560202656314e-05,0.0002572589728515595,0.0015430659987032411,0.0007550067384727299,0.0014649252407252784,1,1,0.998095689690672,0.004058061516843958
40,4,3,0.0003676115302368999,0.10430918633937836,0.08033508062362671,0.42631995677948,0.21235476434230804,0.014097615145146847,0.16221581399440765,1,1,0.9996323884697632,0.8953232021303849
41,1,1,0.01463739387691021,0.9398939609527588,0.0011168884811922908,0.0013623755658045411,0.02314027026295662,0.0013905874220654366,0.0184585489332676,1,1,0.9853626061230898,0.045468645170331
42,3,4,7.436834857799113e-05,0.0002210712555097416,0.00025581230875104666,0.0239515770226717,0.9725174903869628,0.00252020126208663,0.00045960885472595686,1,1,0.9999256316514219,0.9997045603959122
43,5,0,0.9354962706565856,0.0035277542192488904,0.007364720106124878,0.004991759080439806,0.0022491919808089733,0.02417586930096149,0.022194474935531616,1,0,0.06450372934341443,0.06097597512416554
44,4,4,1.560559576319065e-05,0.00011794980673585088,0.013028765097260477,0.03602216765284538,0.9251377582550048,0.0027782185934484005,0.022899627685546875,1,1,0.9999843944042368,0.999866444597501
45,1,1,0.00033691900898702437,0.9580596089363098,0.0004693361697718501,0.000546489842236042,0.02253151498734951,0.0015261612134054305,0.016530027613043785,1,1,0.9996630809910129,0.04160347205470305
46,4,6,0.2643472254276276,0.031997475773096085,0.01847436837852001,0.007307663559913634,0.02518498711287976,0.2889124155044556,0.3637758195400238,1,1,0.7356527745723724,0.7036552987992764
47,2,2,3.079471935052425e-05,0.00011828803690150381,0.7653948068618774,0.08090172708034515,0.013894220814108849,0.04270069301128388,0.09695951640605928,1,1,0.9999692052806496,0.9998509172437481
48,4,3,0.0010204555001109838,0.0028622087556868787,0.008433111011981964,0.8055672645568848,0.14149010181427002,0.03592079132795334,0.0047059915959835035,1,1,0.998979544499889,0.9961173357442021
49,1,1,0.06595554947853087,0.8445567488670349,0.002517419634386897,0.013968516141176224,0.017257511615753174,0.013148356229066849,0.0425959937274456,1,1,0.9340444505214692,0.08948770165443432
50,1,1,0.0004704816674347967,0.6498519778251648,6.133539864094928e-05,0.001120826113037765,0.3319695293903351,0.005083960015326738,0.01144192647188902,1,1,0.9995295183325652,0.3496775405074004
51,3,3,3.039419880224159e-06,1.1937717317778153e-05,0.00044929227442480624,0.9988897442817688,0.0003912221000064165,0.00012500907178036869,0.0001297890703426674,1,1,0.9999969605801198,0.999985022862802
52,5,6,0.000523754395544529,0.01860005408525467,0.0200723260641098,0.03759826719760895,0.024376710876822468,0.04213453456759453,0.8566943407058716,1,1,0.9994762456044556,0.9808761915192009
53,0,0,0.9933049082756042,0.0007146486314013598,0.0004481428186409176,0.0013778413413092494,0.00035190096241422003,0.003177562961354852,0.0006250098231248558,0,0,0.006695091724395752,0.005980443092994392
54,4,4,0.0037971739657223225,0.011862973682582378,0.03990121930837631,0.07389101386070251,0.44615399837493896,0.3502616584300995,0.07413192838430405,1,1,0.9962028260342776,0.9843398523516952
55,1,1,0.002157899783924222,0.7118900418281555,0.0097608445212245,0.004455374088138342,0.015865027904510498,0.003554945113137365,0.25231581926345825,1,1,0.9978421002160758,0.28595205838792026
56,5,3,0.0006726904539391397,0.0010417714947834607,0.0002879581006709486,0.5040578842163086,0.031100181862711906,0.4136342108249664,0.04920532554388046,1,1,0.9993273095460607,0.9982855380512773
57,1,2,0.0010894155129790306,0.0002620458253659308,0.9200043678283693,0.0012354812351986766,0.032306592911481864,0.003558976575732231,0.04154301434755325,1,1,0.998910584487021,0.998648538661655
58,2,4,0.0020510496105998755,0.0012127886293455954,0.1286608725786209,0.08012880384922028,0.440410315990448,0.01627999171614647,0.3312561810016632,1,1,0.9979489503894,0.9967361617600544
